5104,3,7,500000,0,0,0,0,0,0,0
5201,3,7,500000,0,0,0,0,0,0,0,1.062,1.062,1.062,-21.35,-141.35,98.65
5102,3,7,500000,0,0,0,0,0,0,0
5003,3,7,500000,0,0,0,0,0,0,0
