Leitura de dados da rede elétrica...
Main directory: 
 . 
Data sub-folder: 
 /REAL1058 
DBAR ok
leituraDados ok
geraGrafo ok
buscaProfundidadeAlimentadores ok
calculaPU ok
atualizaTaps ok 


busca Completa
Estimador de Estado Branch Current em Coordenadas retangulares com medidas de tensão...
numero barras: 1055
nmed: 6352
nvar: 6316
nmed_complex = 3173
nmed_tensao = 6
3


Iteracao:  0 	|Dx|_inf =  2.29182472664998160 	  


Iteracao:  1 	|Dx|_inf =  0.02435942996744209 	  


Iteracao:  2 	|Dx|_inf =  0.00004319835155073 	  


Iteracao:  3 	|Dx|_inf =  0.00000001728782292 	  

Estimação BC: 1.755839
Tensoes Nodais (p.u.):
59	Va: 0.99360 | -2.240 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
60	Va: 0.99360 | -2.240 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
61	Va: 0.99361 | -2.240 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
62	Va: 0.99361 | -2.239 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
63	Va: 0.99361 | -2.239 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
64	Va: 0.99361 | -2.239 	Vb: 1.05099 | -118.875	Vc: 1.05283 | 117.612
66	Va: 0.99361 | -2.240 	Vb: 1.05098 | -118.875	Vc: 1.05283 | 117.612
68	Va: 0.99361 | -2.240 	Vb: 1.05097 | -118.874	Vc: 1.05284 | 117.612
69	Va: 0.99361 | -2.240 	Vb: 1.05095 | -118.874	Vc: 1.05285 | 117.611
70	Va: 0.99361 | -2.240 	Vb: 1.05093 | -118.874	Vc: 1.05286 | 117.611
71	Va: 0.99361 | -2.240 	Vb: 1.05089 | -118.873	Vc: 1.05287 | 117.611
72	Va: 0.99361 | -2.240 	Vb: 1.05090 | -118.873	Vc: 1.05286 | 117.611
73	Va: 0.99366 | -2.237 	Vb: 1.05087 | -118.873	Vc: 1.05287 | 117.611
74	Va: 0.99369 | -2.235 	Vb: 1.05087 | -118.873	Vc: 1.05287 | 117.611
75	Va: 0.99369 | -2.235 	Vb: 1.05087 | -118.873	Vc: 1.05288 | 117.611
76	Va: 0.99370 | -2.234 	Vb: 1.05087 | -118.873	Vc: 1.05287 | 117.611
77	Va: 0.99370 | -2.234 	Vb: 1.05085 | -118.872	Vc: 1.05288 | 117.611
78	Va: 0.99370 | -2.234 	Vb: 1.05085 | -118.872	Vc: 1.05288 | 117.611
79	Va: 0.99373 | -2.232 	Vb: 1.05085 | -118.872	Vc: 1.05288 | 117.611
80	Va: 0.99377 | -2.230 	Vb: 1.05084 | -118.872	Vc: 1.05288 | 117.610
82	Va: 0.99370 | -2.234 	Vb: 1.05087 | -118.873	Vc: 1.05287 | 117.611
83	Va: 0.99356 | -2.242 	Vb: 1.05091 | -118.872	Vc: 1.05285 | 117.613
84	Va: 0.99349 | -2.246 	Vb: 1.05092 | -118.872	Vc: 1.05283 | 117.615
85	Va: 0.99349 | -2.246 	Vb: 1.05092 | -118.872	Vc: 1.05283 | 117.615
86	Va: 0.99349 | -2.247 	Vb: 1.05092 | -118.872	Vc: 1.05283 | 117.615
88	Va: 0.99361 | -2.239 	Vb: 1.05089 | -118.873	Vc: 1.05287 | 117.611
89	Va: 0.99361 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
90	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
91	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
92	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
93	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
95	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
96	Va: 0.99357 | -2.242 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
98	Va: 0.99357 | -2.242 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
99	Va: 0.99357 | -2.242 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
100	Va: 0.99357 | -2.242 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
101	Va: 0.99357 | -2.242 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.609
103	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05288 | 117.610
104	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.609
106	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
107	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
108	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
109	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
110	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
111	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
112	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
113	Va: 0.99360 | -2.240 	Vb: 1.05088 | -118.873	Vc: 1.05287 | 117.610
114	Va: 0.99362 | -2.233 	Vb: 1.05069 | -118.875	Vc: 1.05309 | 117.567
115	Va: 0.99362 | -2.233 	Vb: 1.05069 | -118.875	Vc: 1.05309 | 117.567
116	Va: 0.99363 | -2.233 	Vb: 1.05069 | -118.874	Vc: 1.05304 | 117.566
117	Va: 0.99363 | -2.233 	Vb: 1.05069 | -118.874	Vc: 1.05302 | 117.566
119	Va: 0.99362 | -2.233 	Vb: 1.05068 | -118.875	Vc: 1.05309 | 117.567
120	Va: 0.99362 | -2.233 	Vb: 1.05069 | -118.875	Vc: 1.05309 | 117.567
121	Va: 0.99363 | -2.230 	Vb: 1.05063 | -118.876	Vc: 1.05318 | 117.548
122	Va: 0.99362 | -2.230 	Vb: 1.05063 | -118.877	Vc: 1.05325 | 117.549
123	Va: 0.99359 | -2.232 	Vb: 1.05057 | -118.875	Vc: 1.05326 | 117.549
124	Va: 0.99363 | -2.234 	Vb: 1.05057 | -118.875	Vc: 1.05326 | 117.549
125	Va: 0.99364 | -2.234 	Vb: 1.05057 | -118.875	Vc: 1.05326 | 117.549
127	Va: 0.99367 | -2.233 	Vb: 1.05056 | -118.875	Vc: 1.05320 | 117.549
128	Va: 0.99373 | -2.231 	Vb: 1.05056 | -118.874	Vc: 1.05320 | 117.549
129	Va: 0.99373 | -2.231 	Vb: 1.05054 | -118.874	Vc: 1.05321 | 117.549
130	Va: 0.99373 | -2.231 	Vb: 1.05053 | -118.874	Vc: 1.05321 | 117.549
133	Va: 0.99373 | -2.231 	Vb: 1.05054 | -118.874	Vc: 1.05321 | 117.549
136	Va: 0.99454 | -2.211 	Vb:    -    |    -   	Vc: 1.04360 | 114.324
